"Flight.Type","Airline","Flight.No","TotalFlight"
"Domestic","TAM","TAM - 3074",43
"Domestic","TAM","TAM - 3075",4
"Domestic","TAM","TAM - 3076",22
"Domestic","TAM","TAM - 3077",21
"Domestic","TAM","TAM - 3078",93
"Domestic","TAM","TAM - 3079",49
"Domestic","TAM","TAM - 3080",139
"Domestic","TAM","TAM - 3081",20
"Domestic","TAM","TAM - 3082",58
"Domestic","TAM","TAM - 3083",41
"Domestic","TAM","TAM - 3085",26
"Domestic","TAM","TAM - 3088",28
"Domestic","TAM","TAM - 3089",72
"Domestic","TAM","TAM - 3090",38
"Domestic","TAM","TAM - 3091",90
"Domestic","TAM","TAM - 3092",13
"Domestic","TAM","TAM - 3093",1
"Domestic","TAM","TAM - 3094",2
"Domestic","TAM","TAM - 3095",8
"Domestic","TAM","TAM - 3096",17
"Domestic","TAM","TAM - 3097",111
"Domestic","TAM","TAM - 3106",5
"Domestic","TAM","TAM - 3108",1
"Domestic","TAM","TAM - 3111",5
"Domestic","TAM","TAM - 3112",30
"Domestic","TAM","TAM - 3113",75
"Domestic","TAM","TAM - 3116",19
"Domestic","TAM","TAM - 3117",32
"Domestic","TAM","TAM - 3118",6
"Domestic","TAM","TAM - 3125",2
"Domestic","TAM","TAM - 3126",4
"Domestic","TAM","TAM - 3127",15
"Domestic","TAM","TAM - 3128",11
"Domestic","TAM","TAM - 3129",16
"Domestic","TAM","TAM - 3130",7
"Domestic","TAM","TAM - 3131",9
"Domestic","TAM","TAM - 3132",88
"Domestic","TAM","TAM - 3133",92
"Domestic","TAM","TAM - 3134",32
"Domestic","TAM","TAM - 3135",40
"Domestic","TAM","TAM - 3136",27
"Domestic","TAM","TAM - 3137",52
"Domestic","TAM","TAM - 3138",17
"Domestic","TAM","TAM - 3139",7
"Domestic","TAM","TAM - 3140",25
"Domestic","TAM","TAM - 3142",60
"Domestic","TAM","TAM - 3143",65
"Domestic","TAM","TAM - 3144",54
"Domestic","TAM","TAM - 3145",68
"Domestic","TAM","TAM - 3146",35
"Domestic","TAM","TAM - 3147",33
"Domestic","TAM","TAM - 3148",29
"Domestic","TAM","TAM - 3149",13
"Domestic","TAM","TAM - 3150",56
"Domestic","TAM","TAM - 3151",58
"Domestic","TAM","TAM - 3152",53
"Domestic","TAM","TAM - 3153",48
"Domestic","TAM","TAM - 3154",20
"Domestic","TAM","TAM - 3155",11
"Domestic","TAM","TAM - 3156",38
"Domestic","TAM","TAM - 3157",92
"Domestic","TAM","TAM - 3158",70
"Domestic","TAM","TAM - 3159",75
"Domestic","TAM","TAM - 3162",36
"Domestic","TAM","TAM - 3163",8
"Domestic","TAM","TAM - 3165",10
"Domestic","TAM","TAM - 3166",36
"Domestic","TAM","TAM - 3167",8
"Domestic","TAM","TAM - 3168",14
"Domestic","TAM","TAM - 3169",12
"Domestic","TAM","TAM - 3170",42
"Domestic","TAM","TAM - 3171",43
"Domestic","TAM","TAM - 3172",14
"Domestic","TAM","TAM - 3173",77
"Domestic","TAM","TAM - 3174",26
"Domestic","TAM","TAM - 3175",18
"Domestic","TAM","TAM - 3176",29
"Domestic","TAM","TAM - 3177",29
"Domestic","TAM","TAM - 3178",38
"Domestic","TAM","TAM - 3179",86
"Domestic","TAM","TAM - 3180",28
"Domestic","TAM","TAM - 3181",28
"Domestic","TAM","TAM - 3182",157
"Domestic","TAM","TAM - 3183",132
"Domestic","TAM","TAM - 3184",49
"Domestic","TAM","TAM - 3185",49
"Domestic","TAM","TAM - 3186",33
"Domestic","TAM","TAM - 3187",21
"Domestic","TAM","TAM - 3188",30
"Domestic","TAM","TAM - 3189",34
"Domestic","TAM","TAM - 3190",43
"Domestic","TAM","TAM - 3191",39
"Domestic","TAM","TAM - 3192",51
"Domestic","TAM","TAM - 3193",57
"Domestic","TAM","TAM - 3194",47
"Domestic","TAM","TAM - 3195",52
"Domestic","TAM","TAM - 3196",13
"Domestic","TAM","TAM - 3197",192
"Domestic","TAM","TAM - 3198",127
"Domestic","TAM","TAM - 3199",17
"Domestic","TAM","TAM - 3200",7
"Domestic","TAM","TAM - 3201",36
"Domestic","TAM","TAM - 3202",81
"Domestic","TAM","TAM - 3203",58
"Domestic","TAM","TAM - 3204",14
"Domestic","TAM","TAM - 3205",12
"Domestic","TAM","TAM - 3206",5
"Domestic","TAM","TAM - 3207",10
"Domestic","TAM","TAM - 3209",7
"Domestic","TAM","TAM - 3210",44
"Domestic","TAM","TAM - 3211",42
"Domestic","TAM","TAM - 3212",51
"Domestic","TAM","TAM - 3213",43
"Domestic","TAM","TAM - 3214",5
"Domestic","TAM","TAM - 3215",3
"Domestic","TAM","TAM - 3216",3
"Domestic","TAM","TAM - 3217",31
"Domestic","TAM","TAM - 3218",34
"Domestic","TAM","TAM - 3219",5
"Domestic","TAM","TAM - 3220",101
"Domestic","TAM","TAM - 3221",67
"Domestic","TAM","TAM - 3222",61
"Domestic","TAM","TAM - 3223",94
"Domestic","TAM","TAM - 3224",21
"Domestic","TAM","TAM - 3225",69
"Domestic","TAM","TAM - 3226",50
"Domestic","TAM","TAM - 3228",44
"Domestic","TAM","TAM - 3231",46
"Domestic","TAM","TAM - 3232",51
"Domestic","TAM","TAM - 3233",12
"Domestic","TAM","TAM - 3234",6
"Domestic","TAM","TAM - 3237",61
"Domestic","TAM","TAM - 3240",15
"Domestic","TAM","TAM - 3243",2
"Domestic","TAM","TAM - 3246",6
"Domestic","TAM","TAM - 3247",34
"Domestic","TAM","TAM - 3248",6
"Domestic","TAM","TAM - 3249",6
"Domestic","TAM","TAM - 3250",11
"Domestic","TAM","TAM - 3251",9
"Domestic","TAM","TAM - 3252",10
"Domestic","TAM","TAM - 3253",16
"Domestic","TAM","TAM - 3254",15
"Domestic","TAM","TAM - 3255",17
"Domestic","TAM","TAM - 3256",8
"Domestic","TAM","TAM - 3257",82
"Domestic","TAM","TAM - 3258",251
"Domestic","TAM","TAM - 3259",20
"Domestic","TAM","TAM - 3261",19
"Domestic","TAM","TAM - 3262",26
"Domestic","TAM","TAM - 3263",31
"Domestic","TAM","TAM - 3264",63
"Domestic","TAM","TAM - 3265",11
"Domestic","TAM","TAM - 3266",57
"Domestic","TAM","TAM - 3267",50
"Domestic","TAM","TAM - 3268",28
"Domestic","TAM","TAM - 3269",16
"Domestic","TAM","TAM - 3272",4
"Domestic","TAM","TAM - 3273",8
"Domestic","TAM","TAM - 3278",40
"Domestic","TAM","TAM - 3279",32
"Domestic","TAM","TAM - 3282",5
"Domestic","TAM","TAM - 3286",6
"Domestic","TAM","TAM - 3288",19
"Domestic","TAM","TAM - 3289",18
"Domestic","TAM","TAM - 3291",25
"Domestic","TAM","TAM - 3292",26
"Domestic","TAM","TAM - 3293",56
"Domestic","TAM","TAM - 3294",45
"Domestic","TAM","TAM - 3295",21
"Domestic","TAM","TAM - 3296",27
"Domestic","TAM","TAM - 3297",41
"Domestic","TAM","TAM - 3299",71
"Domestic","TAM","TAM - 3300",44
"Domestic","TAM","TAM - 3301",26
"Domestic","TAM","TAM - 3302",18
"Domestic","TAM","TAM - 3303",56
"Domestic","TAM","TAM - 3304",119
"Domestic","TAM","TAM - 3305",115
"Domestic","TAM","TAM - 3306",166
"Domestic","TAM","TAM - 3307",197
"Domestic","TAM","TAM - 3310",9
"Domestic","TAM","TAM - 3311",14
"Domestic","TAM","TAM - 3312",29
"Domestic","TAM","TAM - 3313",17
"Domestic","TAM","TAM - 3314",11
"Domestic","TAM","TAM - 3315",9
"Domestic","TAM","TAM - 3316",64
"Domestic","TAM","TAM - 3317",27
"Domestic","TAM","TAM - 3318",21
"Domestic","TAM","TAM - 3319",22
"Domestic","TAM","TAM - 3320",31
"Domestic","TAM","TAM - 3321",43
"Domestic","TAM","TAM - 3322",39
"Domestic","TAM","TAM - 3323",47
"Domestic","TAM","TAM - 3324",66
"Domestic","TAM","TAM - 3325",52
"Domestic","TAM","TAM - 3326",5
"Domestic","TAM","TAM - 3327",29
"Domestic","TAM","TAM - 3328",48
"Domestic","TAM","TAM - 3329",81
"Domestic","TAM","TAM - 3330",42
"Domestic","TAM","TAM - 3331",35
"Domestic","TAM","TAM - 3332",23
"Domestic","TAM","TAM - 3333",7
"Domestic","TAM","TAM - 3334",22
"Domestic","TAM","TAM - 3335",26
"Domestic","TAM","TAM - 3336",10
"Domestic","TAM","TAM - 3337",22
"Domestic","TAM","TAM - 3338",121
"Domestic","TAM","TAM - 3342",52
"Domestic","TAM","TAM - 3345",12
"Domestic","TAM","TAM - 3346",47
"Domestic","TAM","TAM - 3347",49
"Domestic","TAM","TAM - 3348",10
"Domestic","TAM","TAM - 3349",16
"Domestic","TAM","TAM - 3350",28
"Domestic","TAM","TAM - 3351",59
"Domestic","TAM","TAM - 3352",32
"Domestic","TAM","TAM - 3353",49
"Domestic","TAM","TAM - 3354",17
"Domestic","TAM","TAM - 3355",3
"Domestic","TAM","TAM - 3356",48
"Domestic","TAM","TAM - 3357",56
"Domestic","TAM","TAM - 3358",73
"Domestic","TAM","TAM - 3359",52
"Domestic","TAM","TAM - 3360",25
"Domestic","TAM","TAM - 3361",19
"Domestic","TAM","TAM - 3362",3
"Domestic","TAM","TAM - 3363",8
"Domestic","TAM","TAM - 3364",11
"Domestic","TAM","TAM - 3365",6
"Domestic","TAM","TAM - 3366",37
"Domestic","TAM","TAM - 3367",136
"Domestic","TAM","TAM - 3368",1
"Domestic","TAM","TAM - 3371",2
"Domestic","TAM","TAM - 3372",42
"Domestic","TAM","TAM - 3373",41
"Domestic","TAM","TAM - 3374",57
"Domestic","TAM","TAM - 3375",17
"Domestic","TAM","TAM - 3376",6
"Domestic","TAM","TAM - 3377",7
"Domestic","TAM","TAM - 3378",181
"Domestic","TAM","TAM - 3379",72
"Domestic","TAM","TAM - 3384",4
"Domestic","TAM","TAM - 3385",55
"Domestic","TAM","TAM - 3386",55
"Domestic","TAM","TAM - 3387",59
"Domestic","TAM","TAM - 3390",42
"Domestic","TAM","TAM - 3391",45
"Domestic","TAM","TAM - 3392",14
"Domestic","TAM","TAM - 3393",38
"Domestic","TAM","TAM - 3394",32
"Domestic","TAM","TAM - 3395",43
"Domestic","TAM","TAM - 3396",73
"Domestic","TAM","TAM - 3397",77
"Domestic","TAM","TAM - 3398",91
"Domestic","TAM","TAM - 3399",36
"Domestic","TAM","TAM - 3400",20
"Domestic","TAM","TAM - 3401",2
"Domestic","TAM","TAM - 3402",13
"Domestic","TAM","TAM - 3403",4
"Domestic","TAM","TAM - 3405",4
"Domestic","TAM","TAM - 3406",18
"Domestic","TAM","TAM - 3407",7
"Domestic","TAM","TAM - 3408",4
"Domestic","TAM","TAM - 3409",4
"Domestic","TAM","TAM - 3410",31
"Domestic","TAM","TAM - 3411",220
"Domestic","TAM","TAM - 3412",8
"Domestic","TAM","TAM - 3413",32
"Domestic","TAM","TAM - 3414",82
"Domestic","TAM","TAM - 3415",32
"Domestic","TAM","TAM - 3416",15
"Domestic","TAM","TAM - 3417",9
"Domestic","TAM","TAM - 3418",18
"Domestic","TAM","TAM - 3419",159
"Domestic","TAM","TAM - 3420",110
"Domestic","TAM","TAM - 3421",94
"Domestic","TAM","TAM - 3422",7
"Domestic","TAM","TAM - 3424",57
"Domestic","TAM","TAM - 3425",2
"Domestic","TAM","TAM - 3426",5
"Domestic","TAM","TAM - 3427",5
"Domestic","TAM","TAM - 3429",7
"Domestic","TAM","TAM - 3430",25
"Domestic","TAM","TAM - 3431",27
"Domestic","TAM","TAM - 3432",27
"Domestic","TAM","TAM - 3433",25
"Domestic","TAM","TAM - 3434",38
"Domestic","TAM","TAM - 3435",40
"Domestic","TAM","TAM - 3438",29
"Domestic","TAM","TAM - 3439",85
"Domestic","TAM","TAM - 3444",72
"Domestic","TAM","TAM - 3445",19
"Domestic","TAM","TAM - 3446",91
"Domestic","TAM","TAM - 3447",84
"Domestic","TAM","TAM - 3448",17
"Domestic","TAM","TAM - 3449",13
"Domestic","TAM","TAM - 3450",31
"Domestic","TAM","TAM - 3451",12
"Domestic","TAM","TAM - 3453",12
"Domestic","TAM","TAM - 3454",12
"Domestic","TAM","TAM - 3455",10
"Domestic","TAM","TAM - 3456",5
"Domestic","TAM","TAM - 3457",133
"Domestic","TAM","TAM - 3458",49
"Domestic","TAM","TAM - 3459",44
"Domestic","TAM","TAM - 3460",13
"Domestic","TAM","TAM - 3461",20
"Domestic","TAM","TAM - 3462",67
"Domestic","TAM","TAM - 3463",76
"Domestic","TAM","TAM - 3464",18
"Domestic","TAM","TAM - 3465",27
"Domestic","TAM","TAM - 3466",26
"Domestic","TAM","TAM - 3467",56
"Domestic","TAM","TAM - 3468",36
"Domestic","TAM","TAM - 3469",50
"Domestic","TAM","TAM - 3470",26
"Domestic","TAM","TAM - 3471",27
"Domestic","TAM","TAM - 3473",2
"Domestic","TAM","TAM - 3474",8
"Domestic","TAM","TAM - 3477",6
"Domestic","TAM","TAM - 3478",12
"Domestic","TAM","TAM - 3479",18
"Domestic","TAM","TAM - 3480",33
"Domestic","TAM","TAM - 3481",35
"Domestic","TAM","TAM - 3482",6
"Domestic","TAM","TAM - 3483",14
"Domestic","TAM","TAM - 3484",14
"Domestic","TAM","TAM - 3486",30
"Domestic","TAM","TAM - 3487",38
"Domestic","TAM","TAM - 3490",270
"Domestic","TAM","TAM - 3491",244
"Domestic","TAM","TAM - 3492",33
"Domestic","TAM","TAM - 3493",35
"Domestic","TAM","TAM - 3494",18
"Domestic","TAM","TAM - 3495",34
"Domestic","TAM","TAM - 3497",1
"Domestic","TAM","TAM - 3498",90
"Domestic","TAM","TAM - 3499",42
"Domestic","TAM","TAM - 3500",66
"Domestic","TAM","TAM - 3501",186
"Domestic","TAM","TAM - 3502",55
"Domestic","TAM","TAM - 3503",100
"Domestic","TAM","TAM - 3504",80
"Domestic","TAM","TAM - 3505",97
"Domestic","TAM","TAM - 3506",60
"Domestic","TAM","TAM - 3507",138
"Domestic","TAM","TAM - 3508",6
"Domestic","TAM","TAM - 3509",7
"Domestic","TAM","TAM - 3510",7
"Domestic","TAM","TAM - 3512",51
"Domestic","TAM","TAM - 3513",41
"Domestic","TAM","TAM - 3515",92
"Domestic","TAM","TAM - 3516",111
"Domestic","TAM","TAM - 3517",54
"Domestic","TAM","TAM - 3518",40
"Domestic","TAM","TAM - 3519",38
"Domestic","TAM","TAM - 3520",33
"Domestic","TAM","TAM - 3521",8
"Domestic","TAM","TAM - 3522",4
"Domestic","TAM","TAM - 3523",3
"Domestic","TAM","TAM - 3524",82
"Domestic","TAM","TAM - 3525",58
"Domestic","TAM","TAM - 3526",99
"Domestic","TAM","TAM - 3527",72
"Domestic","TAM","TAM - 3531",31
"Domestic","TAM","TAM - 3532",21
"Domestic","TAM","TAM - 3533",11
"Domestic","TAM","TAM - 3534",61
"Domestic","TAM","TAM - 3535",61
"Domestic","TAM","TAM - 3536",51
"Domestic","TAM","TAM - 3537",89
"Domestic","TAM","TAM - 3538",32
"Domestic","TAM","TAM - 3539",36
"Domestic","TAM","TAM - 3540",35
"Domestic","TAM","TAM - 3541",22
"Domestic","TAM","TAM - 3542",33
"Domestic","TAM","TAM - 3543",5
"Domestic","TAM","TAM - 3546",37
"Domestic","TAM","TAM - 3548",57
"Domestic","TAM","TAM - 3549",92
"Domestic","TAM","TAM - 3554",52
"Domestic","TAM","TAM - 3555",87
"Domestic","TAM","TAM - 3556",59
"Domestic","TAM","TAM - 3557",54
"Domestic","TAM","TAM - 3558",49
"Domestic","TAM","TAM - 3559",43
"Domestic","TAM","TAM - 3560",69
"Domestic","TAM","TAM - 3561",9
"Domestic","TAM","TAM - 3562",4
"Domestic","TAM","TAM - 3563",79
"Domestic","TAM","TAM - 3564",75
"Domestic","TAM","TAM - 3565",11
"Domestic","TAM","TAM - 3566",5
"Domestic","TAM","TAM - 3567",30
"Domestic","TAM","TAM - 3568",8
"Domestic","TAM","TAM - 3569",7
"Domestic","TAM","TAM - 3570",30
"Domestic","TAM","TAM - 3571",30
"Domestic","TAM","TAM - 3572",69
"Domestic","TAM","TAM - 3573",68
"Domestic","TAM","TAM - 3574",14
"Domestic","TAM","TAM - 3575",7
"Domestic","TAM","TAM - 3576",63
"Domestic","TAM","TAM - 3577",57
"Domestic","TAM","TAM - 3578",14
"Domestic","TAM","TAM - 3579",11
"Domestic","TAM","TAM - 3580",3
"Domestic","TAM","TAM - 3581",75
"Domestic","TAM","TAM - 3582",15
"Domestic","TAM","TAM - 3584",33
"Domestic","TAM","TAM - 3585",39
"Domestic","TAM","TAM - 3586",8
"Domestic","TAM","TAM - 3587",14
"Domestic","TAM","TAM - 3588",1
"Domestic","TAM","TAM - 3589",4
"Domestic","TAM","TAM - 3590",42
"Domestic","TAM","TAM - 3591",39
"Domestic","TAM","TAM - 3592",32
"Domestic","TAM","TAM - 3593",2
"Domestic","TAM","TAM - 3594",51
"Domestic","TAM","TAM - 3595",66
"Domestic","TAM","TAM - 3596",19
"Domestic","TAM","TAM - 3597",8
"Domestic","TAM","TAM - 3598",8
"Domestic","TAM","TAM - 3599",31
"Domestic","TAM","TAM - 3600",123
"Domestic","TAM","TAM - 3601",122
"Domestic","TAM","TAM - 3602",52
"Domestic","TAM","TAM - 3603",81
"Domestic","TAM","TAM - 3604",6
"Domestic","TAM","TAM - 3605",4
"Domestic","TAM","TAM - 3606",46
"Domestic","TAM","TAM - 3607",55
"Domestic","TAM","TAM - 3608",28
"Domestic","TAM","TAM - 3609",32
"Domestic","TAM","TAM - 3610",2
"Domestic","TAM","TAM - 3611",41
"Domestic","TAM","TAM - 3612",72
"Domestic","TAM","TAM - 3613",5
"Domestic","TAM","TAM - 3614",43
"Domestic","TAM","TAM - 3615",43
"Domestic","TAM","TAM - 3616",59
"Domestic","TAM","TAM - 3617",59
"Domestic","TAM","TAM - 3618",46
"Domestic","TAM","TAM - 3619",52
"Domestic","TAM","TAM - 3620",10
"Domestic","TAM","TAM - 3621",3
"Domestic","TAM","TAM - 3622",18
"Domestic","TAM","TAM - 3623",4
"Domestic","TAM","TAM - 3624",89
"Domestic","TAM","TAM - 3625",91
"Domestic","TAM","TAM - 3626",29
"Domestic","TAM","TAM - 3627",26
"Domestic","TAM","TAM - 3628",1
"Domestic","TAM","TAM - 3629",1
"Domestic","TAM","TAM - 3630",35
"Domestic","TAM","TAM - 3631",59
"Domestic","TAM","TAM - 3632",3
"Domestic","TAM","TAM - 3633",1
"Domestic","TAM","TAM - 3636",51
"Domestic","TAM","TAM - 3637",62
"Domestic","TAM","TAM - 3638",48
"Domestic","TAM","TAM - 3639",42
"Domestic","TAM","TAM - 3640",11
"Domestic","TAM","TAM - 3641",16
"Domestic","TAM","TAM - 3642",3
"Domestic","TAM","TAM - 3643",32
"Domestic","TAM","TAM - 3646",103
"Domestic","TAM","TAM - 3647",93
"Domestic","TAM","TAM - 3649",64
"Domestic","TAM","TAM - 3651",47
"Domestic","TAM","TAM - 3652",14
"Domestic","TAM","TAM - 3653",11
"Domestic","TAM","TAM - 3654",2
"Domestic","TAM","TAM - 3655",3
"Domestic","TAM","TAM - 3656",46
"Domestic","TAM","TAM - 3657",45
"Domestic","TAM","TAM - 3659",13
"Domestic","TAM","TAM - 3660",45
"Domestic","TAM","TAM - 3661",50
"Domestic","TAM","TAM - 3662",127
"Domestic","TAM","TAM - 3663",48
"Domestic","TAM","TAM - 3664",35
"Domestic","TAM","TAM - 3665",41
"Domestic","TAM","TAM - 3666",184
"Domestic","TAM","TAM - 3667",279
"Domestic","TAM","TAM - 3670",52
"Domestic","TAM","TAM - 3671",53
"Domestic","TAM","TAM - 3674",26
"Domestic","TAM","TAM - 3675",28
"Domestic","TAM","TAM - 3676",12
"Domestic","TAM","TAM - 3678",14
"Domestic","TAM","TAM - 3679",17
"Domestic","TAM","TAM - 3680",1
"Domestic","TAM","TAM - 3681",1
"Domestic","TAM","TAM - 3682",30
"Domestic","TAM","TAM - 3684",14
"Domestic","TAM","TAM - 3692",93
"Domestic","TAM","TAM - 3693",4
"Domestic","TAM","TAM - 3694",8
"Domestic","TAM","TAM - 3695",1
"Domestic","TAM","TAM - 3696",18
"Domestic","TAM","TAM - 3697",13
"Domestic","TAM","TAM - 3698",28
"Domestic","TAM","TAM - 3699",29
"Domestic","TAM","TAM - 3700",17
"Domestic","TAM","TAM - 3707",62
"Domestic","TAM","TAM - 3708",62
"Domestic","TAM","TAM - 3723",2
"Domestic","TAM","TAM - 3727",3
"Domestic","TAM","TAM - 3728",1
"Domestic","TAM","TAM - 3730",24
"Domestic","TAM","TAM - 3731",24
"Domestic","TAM","TAM - 3734",5
"Domestic","TAM","TAM - 3738",2
"Domestic","TAM","TAM - 3741",140
"Domestic","TAM","TAM - 3742",119
"Domestic","TAM","TAM - 3746",96
"Domestic","TAM","TAM - 3747",86
"Domestic","TAM","TAM - 3749",2
"Domestic","TAM","TAM - 3750",21
"Domestic","TAM","TAM - 3751",27
"Domestic","TAM","TAM - 3752",122
"Domestic","TAM","TAM - 3753",114
"Domestic","TAM","TAM - 3754",139
"Domestic","TAM","TAM - 3755",121
"Domestic","TAM","TAM - 3756",87
"Domestic","TAM","TAM - 3757",55
"Domestic","TAM","TAM - 3759",41
"Domestic","TAM","TAM - 3760",18
"Domestic","TAM","TAM - 3761",46
"Domestic","TAM","TAM - 3765",35
"Domestic","TAM","TAM - 3766",34
"Domestic","TAM","TAM - 3771",3
"Domestic","TAM","TAM - 3774",26
"Domestic","TAM","TAM - 3775",24
"Domestic","TAM","TAM - 3777",32
"Domestic","TAM","TAM - 3779",3
"Domestic","TAM","TAM - 3782",40
"Domestic","TAM","TAM - 3784",52
"Domestic","TAM","TAM - 3785",54
"Domestic","TAM","TAM - 3786",4
"Domestic","TAM","TAM - 3787",12
"Domestic","TAM","TAM - 3788",10
"Domestic","TAM","TAM - 3789",6
"Domestic","TAM","TAM - 3794",4
"Domestic","TAM","TAM - 3795",10
"Domestic","TAM","TAM - 3796",10
"Domestic","TAM","TAM - 3797",9
"Domestic","TAM","TAM - 3798",1
"Domestic","TAM","TAM - 3799",4
"Domestic","TAM","TAM - 3804",59
"Domestic","TAM","TAM - 3805",55
"Domestic","TAM","TAM - 3806",16
"Domestic","TAM","TAM - 3807",4
"Domestic","TAM","TAM - 3809",15
"Domestic","TAM","TAM - 3810",65
"Domestic","TAM","TAM - 3811",51
"Domestic","TAM","TAM - 3812",20
"Domestic","TAM","TAM - 3814",16
"Domestic","TAM","TAM - 3815",132
"Domestic","TAM","TAM - 3816",64
"Domestic","TAM","TAM - 3817",9
"Domestic","TAM","TAM - 3818",33
"Domestic","TAM","TAM - 3819",41
"Domestic","TAM","TAM - 3820",134
"Domestic","TAM","TAM - 3821",192
"Domestic","TAM","TAM - 3822",56
"Domestic","TAM","TAM - 3823",58
"Domestic","TAM","TAM - 3824",7
"Domestic","TAM","TAM - 3825",36
"Domestic","TAM","TAM - 3826",28
"Domestic","TAM","TAM - 3827",14
"Domestic","TAM","TAM - 3830",5
"Domestic","TAM","TAM - 3831",2
"Domestic","TAM","TAM - 3832",67
"Domestic","TAM","TAM - 3833",83
"Domestic","TAM","TAM - 3834",4
"Domestic","TAM","TAM - 3835",8
"Domestic","TAM","TAM - 3836",43
"Domestic","TAM","TAM - 3837",35
"Domestic","TAM","TAM - 3838",11
"Domestic","TAM","TAM - 3840",75
"Domestic","TAM","TAM - 3841",91
"Domestic","TAM","TAM - 3844",93
"Domestic","TAM","TAM - 3845",14
"Domestic","TAM","TAM - 3846",40
"Domestic","TAM","TAM - 3847",88
"Domestic","TAM","TAM - 3848",50
"Domestic","TAM","TAM - 3849",21
"Domestic","TAM","TAM - 3850",4
"Domestic","TAM","TAM - 3851",28
"Domestic","TAM","TAM - 3852",4
"Domestic","TAM","TAM - 3853",55
"Domestic","TAM","TAM - 3854",6
"Domestic","TAM","TAM - 3855",3
"Domestic","TAM","TAM - 3856",14
"Domestic","TAM","TAM - 3857",93
"Domestic","TAM","TAM - 3858",109
"Domestic","TAM","TAM - 3859",96
"Domestic","TAM","TAM - 3860",88
"Domestic","TAM","TAM - 3861",20
"Domestic","TAM","TAM - 3862",10
"Domestic","TAM","TAM - 3863",8
"Domestic","TAM","TAM - 3864",6
"Domestic","TAM","TAM - 3865",40
"Domestic","TAM","TAM - 3866",32
"Domestic","TAM","TAM - 3867",37
"Domestic","TAM","TAM - 3870",17
"Domestic","TAM","TAM - 3871",2
"Domestic","TAM","TAM - 3872",2
"Domestic","TAM","TAM - 3873",5
"Domestic","TAM","TAM - 3874",11
"Domestic","TAM","TAM - 3875",8
"Domestic","TAM","TAM - 3876",2
"Domestic","TAM","TAM - 3877",12
"Domestic","TAM","TAM - 3878",76
"Domestic","TAM","TAM - 3879",30
"Domestic","TAM","TAM - 3880",233
"Domestic","TAM","TAM - 3882",67
"Domestic","TAM","TAM - 3883",50
"Domestic","TAM","TAM - 3885",5
"Domestic","TAM","TAM - 3886",19
"Domestic","TAM","TAM - 3888",3
"Domestic","TAM","TAM - 3889",6
"Domestic","TAM","TAM - 3891",15
"Domestic","TAM","TAM - 3892",36
"Domestic","TAM","TAM - 3893",60
"Domestic","TAM","TAM - 3894",21
"Domestic","TAM","TAM - 3895",28
"Domestic","TAM","TAM - 3896",32
"Domestic","TAM","TAM - 3897",55
"Domestic","TAM","TAM - 3898",63
"Domestic","TAM","TAM - 3899",73
"Domestic","TAM","TAM - 3967",44
"Domestic","TAM","TAM - 3968",2
"Domestic","TAM","TAM - 3969",1
"Domestic","TAM","TAM - 3977",1
"Domestic","TAM","TAM - 3980",95
"Domestic","TAM","TAM - 3982",92
"Domestic","TAM","TAM - 3987",1
"Domestic","TAM","TAM - 3988",4
"Domestic","TAM","TAM - 3989",12
"Domestic","TAM","TAM - 3990",31
"Domestic","TAM","TAM - 3991",2
"Domestic","TAM","TAM - 3992",3
"Domestic","TAM","TAM - 3994",1
"Domestic","TAM","TAM - 4519",1
"Domestic","TAM","TAM - 4546",1
"Domestic","TAM","TAM - 4607",1
"Domestic","TAM","TAM - 4620",6
"Domestic","TAM","TAM - 4621",6
"Domestic","TAM","TAM - 4666",1
"Domestic","TAM","TAM - 4671",3
"Domestic","TAM","TAM - 4672",8
"Domestic","TAM","TAM - 4674",20
"Domestic","TAM","TAM - 4675",18
"Domestic","TAM","TAM - 4676",64
"Domestic","TAM","TAM - 4677",57
"Domestic","TAM","TAM - 4678",1
"Domestic","TAM","TAM - 4679",1
"Domestic","TAM","TAM - 4680",16
"Domestic","TAM","TAM - 4681",38
"Domestic","TAM","TAM - 4682",9
"Domestic","TAM","TAM - 4683",4
